Tpeak,Ts,sigma,p_Tpeak,p_Ts,p_sigma,delta_BIC_mean,delta_BIC_std
23.57142857142857,296.42857142857144,9.285714285714286,0.82,0.61,0.88,-5.676098451359245,0.8303279728604639
23.57142857142857,296.42857142857144,11.357142857142858,0.89,0.63,0.87,-5.810883857772614,0.6313964352984742
23.57142857142857,296.42857142857144,13.42857142857143,0.84,0.61,0.78,-5.6481344153987605,0.8457739890633041
23.57142857142857,296.42857142857144,15.500000000000002,0.87,0.59,0.85,-5.50806444440512,1.2787552127961679
23.57142857142857,296.42857142857144,17.571428571428573,0.85,0.6,0.77,-5.5138133415348785,1.2940413693680413
23.57142857142857,296.42857142857144,19.642857142857146,0.87,0.63,0.81,-5.6435516205575205,0.9091675956000572
23.57142857142857,296.42857142857144,21.714285714285715,0.8,0.61,0.79,-5.5676769251077065,1.034872726181658
23.57142857142857,296.42857142857144,23.78571428571429,0.75,0.59,0.74,-5.247757732135512,1.6137789912054525
23.57142857142857,296.42857142857144,25.85714285714286,0.83,0.61,0.81,-5.560447696255262,1.0787192906914789
23.57142857142857,296.42857142857144,27.92857142857143,0.83,0.73,0.83,-5.682821801420825,1.0901922758638563
23.57142857142857,296.42857142857144,30.0,0.77,0.57,0.76,-5.236435769562995,1.5229975587122977
23.57142857142857,366.78571428571433,1.0,0.84,0.9,0.96,-6.056923577545457,0.17564809358419722
23.57142857142857,366.78571428571433,3.0714285714285716,0.87,0.63,0.97,-5.932512587395674,0.39973996018954794
23.57142857142857,366.78571428571433,5.142857142857143,0.88,0.48,0.93,-5.714645087804596,0.6980168541516577
23.57142857142857,366.78571428571433,7.214285714285715,0.86,0.52,0.92,-5.757322866824707,0.6466960247294962
23.57142857142857,366.78571428571433,9.285714285714286,0.92,0.62,0.92,-5.784589693409409,0.6400671399127743
23.57142857142857,366.78571428571433,11.357142857142858,0.85,0.64,0.85,-5.710792941829388,0.7975465235935197
23.57142857142857,366.78571428571433,13.42857142857143,0.85,0.62,0.83,-5.708681657720531,0.8656159432659548
23.57142857142857,366.78571428571433,15.500000000000002,0.81,0.57,0.75,-5.585471297344615,1.0345755001188321
23.57142857142857,366.78571428571433,17.571428571428573,0.89,0.72,0.83,-5.804585387786705,0.8284350962722736
23.57142857142857,366.78571428571433,19.642857142857146,0.67,0.57,0.69,-5.325576115460336,1.2930566619954567
23.57142857142857,366.78571428571433,21.714285714285715,0.77,0.69,0.76,-5.69261413693805,0.8457992775665594
23.57142857142857,366.78571428571433,23.78571428571429,0.78,0.58,0.8,-5.454074014696083,1.3369497537387258
23.57142857142857,366.78571428571433,25.85714285714286,0.84,0.58,0.76,-5.653555658804208,0.800560108144103
23.57142857142857,366.78571428571433,27.92857142857143,0.85,0.66,0.82,-5.621872114824174,1.0363066734877742
23.57142857142857,366.78571428571433,30.0,0.8,0.6,0.77,-5.491824999338669,1.1665766125505874
23.57142857142857,437.14285714285717,1.0,0.87,0.86,0.96,-6.060053949507451,0.17802930645260842
23.57142857142857,437.14285714285717,3.0714285714285716,0.88,0.54,0.99,-5.859086340431531,0.45414600893868257
23.57142857142857,437.14285714285717,5.142857142857143,0.9,0.66,0.95,-5.891375557723466,0.6352411206798364
23.57142857142857,437.14285714285717,7.214285714285715,0.9,0.56,0.89,-5.739056198704584,0.7561600090811985
23.57142857142857,437.14285714285717,9.285714285714286,0.79,0.61,0.9,-5.73080174556156,0.7551833228094244
23.57142857142857,437.14285714285717,11.357142857142858,0.91,0.64,0.88,-5.760791300551715,0.6731244798062418
23.57142857142857,437.14285714285717,13.42857142857143,0.81,0.66,0.83,-5.7427457943326745,0.8638384412870773
23.57142857142857,437.14285714285717,15.500000000000002,0.73,0.56,0.74,-5.506063210590137,1.033579189851886
23.57142857142857,437.14285714285717,17.571428571428573,0.82,0.61,0.81,-5.391671985290966,1.4723150959558597
23.57142857142857,437.14285714285717,19.642857142857146,0.76,0.53,0.74,-5.536776194795213,1.0233908152794224
23.57142857142857,437.14285714285717,21.714285714285715,0.84,0.62,0.81,-5.616893854694759,1.1221960141966032
23.57142857142857,437.14285714285717,23.78571428571429,0.82,0.56,0.78,-5.356176081395804,1.488215994784017
23.57142857142857,437.14285714285717,25.85714285714286,0.76,0.45,0.72,-5.2306238458899506,1.5687636233658175
23.57142857142857,437.14285714285717,27.92857142857143,0.84,0.65,0.8,-5.563880323045383,1.1984005752256062
23.57142857142857,437.14285714285717,30.0,0.8,0.62,0.78,-5.554445294352033,1.3280315824160227
23.57142857142857,507.5,1.0,0.9,0.91,0.99,-6.074577637250748,0.1702030358434658
23.57142857142857,507.5,3.0714285714285716,0.85,0.56,0.97,-5.929170869103607,0.37982820304114895
23.57142857142857,507.5,5.142857142857143,0.88,0.56,0.98,-5.70838489899137,0.797607068484111
23.57142857142857,507.5,7.214285714285715,0.9,0.59,0.94,-5.783455830775014,0.6629892691255046
23.57142857142857,507.5,9.285714285714286,0.95,0.64,0.88,-5.7966642275651505,0.8093069195095786
23.57142857142857,507.5,11.357142857142858,0.9,0.58,0.85,-5.75800599020397,0.7649080674712918
23.57142857142857,507.5,13.42857142857143,0.82,0.59,0.82,-5.64954555252662,0.8750047321920004
23.57142857142857,507.5,15.500000000000002,0.86,0.59,0.8,-5.636362844846522,0.992356877781819
23.57142857142857,507.5,17.571428571428573,0.85,0.59,0.84,-5.635717293470787,0.955629082343702
23.57142857142857,507.5,19.642857142857146,0.83,0.57,0.76,-5.611331008541515,1.0510695221908124
23.57142857142857,507.5,21.714285714285715,0.88,0.61,0.78,-5.751298996336041,0.782317336279147
23.57142857142857,507.5,23.78571428571429,0.8,0.61,0.78,-5.546440235056987,1.094674601331966
23.57142857142857,507.5,25.85714285714286,0.8,0.53,0.78,-5.485761866281575,1.1526184971843016
23.57142857142857,507.5,27.92857142857143,0.79,0.56,0.76,-5.605348817610049,0.8908100782610546
23.57142857142857,507.5,30.0,0.74,0.6,0.75,-5.493907206128751,1.1481078574260786
23.57142857142857,577.8571428571429,1.0,0.88,0.84,0.98,-6.060717331792059,0.16219400135610976
23.57142857142857,577.8571428571429,3.0714285714285716,0.86,0.52,0.99,-5.831748953198354,0.4325960133700611
23.57142857142857,577.8571428571429,5.142857142857143,0.86,0.58,0.95,-5.850955291137686,0.5757405950698428
23.57142857142857,577.8571428571429,7.214285714285715,0.81,0.54,0.86,-5.8234359107382,0.5485845110192231
23.57142857142857,577.8571428571429,9.285714285714286,0.88,0.58,0.85,-5.665720038875313,0.8364164754702971
23.57142857142857,577.8571428571429,11.357142857142858,0.86,0.62,0.91,-5.776631532381657,0.7526607274235577
23.57142857142857,577.8571428571429,13.42857142857143,0.88,0.56,0.83,-5.631625458957586,0.924354056059339
23.57142857142857,577.8571428571429,15.500000000000002,0.81,0.6,0.76,-5.586452749726041,1.0323265395385812
23.57142857142857,577.8571428571429,17.571428571428573,0.82,0.61,0.76,-5.529237888545879,1.2548630063950337
23.57142857142857,577.8571428571429,19.642857142857146,0.81,0.68,0.81,-5.611658946167913,1.1432351530115483
23.57142857142857,577.8571428571429,21.714285714285715,0.88,0.51,0.77,-5.650541846274726,0.9583122084467239
23.57142857142857,577.8571428571429,23.78571428571429,0.77,0.59,0.73,-5.6088382008723485,1.057262003608684
23.57142857142857,577.8571428571429,25.85714285714286,0.78,0.62,0.78,-5.587016113716611,1.0432918200763897
23.57142857142857,577.8571428571429,27.92857142857143,0.8,0.56,0.75,-5.556837777221573,0.997825829483112
23.57142857142857,577.8571428571429,30.0,0.7,0.53,0.68,-5.283139572825038,1.4478927509662236
23.57142857142857,648.2142857142858,1.0,0.9,0.82,0.97,-6.07925093638671,0.1381447809668692
23.57142857142857,648.2142857142858,3.0714285714285716,0.87,0.61,0.96,-5.951178148625578,0.3715901497585386
23.57142857142857,648.2142857142858,5.142857142857143,0.89,0.46,0.93,-5.764098301859178,0.6381037857864635
23.57142857142857,648.2142857142858,7.214285714285715,0.93,0.52,0.8,-5.789741147132743,0.621684807335951
23.57142857142857,648.2142857142858,9.285714285714286,0.88,0.61,0.88,-5.715168978218954,0.7831370269765474
23.57142857142857,648.2142857142858,11.357142857142858,0.86,0.48,0.84,-5.740879147728309,0.6273159793848911
23.57142857142857,648.2142857142858,13.42857142857143,0.81,0.53,0.76,-5.627458588906502,0.9357491458593975
23.57142857142857,648.2142857142858,15.500000000000002,0.91,0.67,0.81,-5.698100344819661,1.1190206104936267
23.57142857142857,648.2142857142858,17.571428571428573,0.89,0.66,0.77,-5.823892521182077,0.7824632662049865
23.57142857142857,648.2142857142858,19.642857142857146,0.83,0.56,0.8,-5.594535786125708,1.136288406447174
23.57142857142857,648.2142857142858,21.714285714285715,0.85,0.52,0.81,-5.587098112396465,1.087873414207146
23.57142857142857,648.2142857142858,23.78571428571429,0.81,0.48,0.77,-5.559295580739867,1.0122880211060907
23.57142857142857,648.2142857142858,25.85714285714286,0.9,0.65,0.82,-5.734620971821929,1.121975693829103
23.57142857142857,648.2142857142858,27.92857142857143,0.87,0.58,0.81,-5.671200565611384,0.9463717993183866
23.57142857142857,648.2142857142858,30.0,0.91,0.69,0.9,-5.8339134689284355,0.8067308698740827
23.57142857142857,718.5714285714287,1.0,0.9,0.77,0.99,-6.058012662681767,0.1496388925793507
23.57142857142857,718.5714285714287,3.0714285714285716,0.81,0.44,0.99,-5.7894817444268485,0.5244102567837836
23.57142857142857,718.5714285714287,5.142857142857143,0.88,0.59,0.94,-5.8783354026549235,0.5728609479370027
23.57142857142857,718.5714285714287,7.214285714285715,0.88,0.52,0.86,-5.742124051728144,0.8063464873272018
23.57142857142857,718.5714285714287,9.285714285714286,0.88,0.44,0.81,-5.6475316266555184,0.8731712946985972
23.57142857142857,718.5714285714287,11.357142857142858,0.85,0.51,0.81,-5.5623942290595485,1.0247962448187624
23.57142857142857,718.5714285714287,13.42857142857143,0.81,0.58,0.79,-5.718883718244613,0.8617224810965198
23.57142857142857,718.5714285714287,15.500000000000002,0.79,0.46,0.77,-5.498309149996937,1.1076232843796703
23.57142857142857,718.5714285714287,17.571428571428573,0.82,0.53,0.79,-5.656863608234066,0.8882954913135144
23.57142857142857,718.5714285714287,19.642857142857146,0.86,0.56,0.81,-5.668996681801336,1.0871466597534403
23.57142857142857,718.5714285714287,21.714285714285715,0.85,0.61,0.79,-5.763163158378038,0.7775778143772587
23.57142857142857,718.5714285714287,23.78571428571429,0.86,0.55,0.81,-5.628592780256172,1.1066783788490442
23.57142857142857,718.5714285714287,25.85714285714286,0.83,0.62,0.84,-5.6150092912096445,1.1451857490186945
23.57142857142857,718.5714285714287,27.92857142857143,0.82,0.57,0.79,-5.6042570509696965,1.1293110171595784
23.57142857142857,718.5714285714287,30.0,0.82,0.59,0.82,-5.517640014633858,1.3840739618921933
23.57142857142857,788.9285714285714,1.0,0.92,0.78,0.99,-6.081469953633707,0.15215591714490143
23.57142857142857,788.9285714285714,3.0714285714285716,0.88,0.49,0.96,-5.895334307355513,0.3987956832310296
23.57142857142857,788.9285714285714,5.142857142857143,0.88,0.52,0.89,-5.801793161801693,0.5780888677581391
23.57142857142857,788.9285714285714,7.214285714285715,0.88,0.55,0.83,-5.746334441497152,0.7653275104992221
23.57142857142857,788.9285714285714,9.285714285714286,0.86,0.48,0.76,-5.504636579683725,1.033612813829095
23.57142857142857,788.9285714285714,11.357142857142858,0.83,0.51,0.79,-5.652450891254831,0.9030341671579623
23.57142857142857,788.9285714285714,13.42857142857143,0.81,0.54,0.79,-5.65065594500731,0.8209955171622744
23.57142857142857,788.9285714285714,15.500000000000002,0.9,0.68,0.85,-5.836876114462782,0.818282799375855
23.57142857142857,788.9285714285714,17.571428571428573,0.87,0.5,0.77,-5.594682673362918,1.1699785236729403
23.57142857142857,788.9285714285714,19.642857142857146,0.82,0.69,0.73,-5.647982536973486,1.0755990595930602
23.57142857142857,788.9285714285714,21.714285714285715,0.8,0.61,0.75,-5.53505222737581,1.1660150165260117
23.57142857142857,788.9285714285714,23.78571428571429,0.84,0.54,0.81,-5.58789958423003,1.0363326866810747
23.57142857142857,788.9285714285714,25.85714285714286,0.83,0.62,0.76,-5.699673017759949,0.8968579270212017
23.57142857142857,788.9285714285714,27.92857142857143,0.86,0.63,0.79,-5.558261996520336,1.3600430289440981
23.57142857142857,788.9285714285714,30.0,0.84,0.57,0.76,-5.5539873279068095,1.2005533938020876
23.57142857142857,859.2857142857143,1.0,0.9,0.78,0.98,-6.067343608864985,0.16904803196310295
23.57142857142857,859.2857142857143,3.0714285714285716,0.91,0.54,0.93,-5.897595500366093,0.45623372295010023
23.57142857142857,859.2857142857143,5.142857142857143,0.89,0.5,0.96,-5.757698030429075,0.6667497219019972
23.57142857142857,859.2857142857143,7.214285714285715,0.85,0.51,0.86,-5.704505379657641,0.7413567654849301
23.57142857142857,859.2857142857143,9.285714285714286,0.87,0.54,0.77,-5.65178706077025,0.8945339408709674
23.57142857142857,859.2857142857143,11.357142857142858,0.86,0.56,0.82,-5.720976814410385,0.7849963141069006
23.57142857142857,859.2857142857143,13.42857142857143,0.75,0.51,0.79,-5.586415880853087,0.8802127699987764
23.57142857142857,859.2857142857143,15.500000000000002,0.9,0.61,0.82,-5.827620540325688,0.7626043637957123
23.57142857142857,859.2857142857143,17.571428571428573,0.92,0.63,0.86,-5.774313832366593,0.9186564889965896
23.57142857142857,859.2857142857143,19.642857142857146,0.79,0.54,0.79,-5.486538668189478,1.3183995259902799
23.57142857142857,859.2857142857143,21.714285714285715,0.77,0.53,0.77,-5.570267988684875,1.0867102118583416
23.57142857142857,859.2857142857143,23.78571428571429,0.89,0.63,0.87,-5.8253992550638625,0.7875851255292327
23.57142857142857,859.2857142857143,25.85714285714286,0.88,0.59,0.87,-5.824667298489764,0.6935070024061307
23.57142857142857,859.2857142857143,27.92857142857143,0.8,0.55,0.75,-5.502247751979301,1.1706333540547924
23.57142857142857,859.2857142857143,30.0,0.81,0.5,0.79,-5.526141337451998,1.1860148877539478
23.57142857142857,929.6428571428572,1.0,0.85,0.69,0.98,-6.05796695774604,0.148812275358107
23.57142857142857,929.6428571428572,3.0714285714285716,0.87,0.57,0.92,-5.948730914987419,0.3904914510994255
23.57142857142857,929.6428571428572,5.142857142857143,0.87,0.54,0.95,-5.759375820745692,0.6769712545456319
23.57142857142857,929.6428571428572,7.214285714285715,0.88,0.52,0.88,-5.697047250477672,0.7207203603659402
23.57142857142857,929.6428571428572,9.285714285714286,0.87,0.5,0.86,-5.769355974107367,0.6849824565317095
23.57142857142857,929.6428571428572,11.357142857142858,0.87,0.6,0.85,-5.655776258753715,1.0640350216059093
23.57142857142857,929.6428571428572,13.42857142857143,0.85,0.6,0.83,-5.687516061150086,0.9334397680652164
23.57142857142857,929.6428571428572,15.500000000000002,0.78,0.51,0.74,-5.380441619864039,1.4779526750535728
23.57142857142857,929.6428571428572,17.571428571428573,0.88,0.62,0.87,-5.704214368244369,1.1015990307213508
23.57142857142857,929.6428571428572,19.642857142857146,0.86,0.59,0.78,-5.620377411944506,1.1292177427820007
23.57142857142857,929.6428571428572,21.714285714285715,0.84,0.62,0.84,-5.71622962124286,0.9623065978110669
23.57142857142857,929.6428571428572,23.78571428571429,0.86,0.58,0.76,-5.7272695178479625,0.8648063917773843
23.57142857142857,929.6428571428572,25.85714285714286,0.85,0.56,0.82,-5.624208222702382,1.143704799708731
23.57142857142857,929.6428571428572,27.92857142857143,0.84,0.62,0.75,-5.678585718565581,1.1769712438577016
23.57142857142857,929.6428571428572,30.0,0.85,0.59,0.83,-5.774840682146285,0.7768455609730787
23.57142857142857,1000.0,1.0,0.89,0.73,0.97,-6.081276785036706,0.13385760204101363
23.57142857142857,1000.0,3.0714285714285716,0.91,0.45,0.98,-5.926692280376544,0.3659296467931102
23.57142857142857,1000.0,5.142857142857143,0.89,0.46,0.97,-5.721279914571976,0.7413955995180257
23.57142857142857,1000.0,7.214285714285715,0.87,0.55,0.85,-5.803929161379684,0.6265130535665204
23.57142857142857,1000.0,9.285714285714286,0.87,0.52,0.92,-5.757607241791956,0.6557032010057292
23.57142857142857,1000.0,11.357142857142858,0.87,0.6,0.79,-5.689354866515697,0.9053302840554547
23.57142857142857,1000.0,13.42857142857143,0.88,0.65,0.79,-5.787552840767608,0.7283238915459217
23.57142857142857,1000.0,15.500000000000002,0.83,0.58,0.77,-5.632928735828051,1.0042861440573096
23.57142857142857,1000.0,17.571428571428573,0.86,0.56,0.79,-5.555980307014702,1.1932412953989777
23.57142857142857,1000.0,19.642857142857146,0.82,0.54,0.76,-5.523331697099272,1.300845018762772
23.57142857142857,1000.0,21.714285714285715,0.83,0.63,0.81,-5.513954464055985,1.4396028227472193
23.57142857142857,1000.0,23.78571428571429,0.8,0.63,0.73,-5.601015298858119,1.3014774254167552
23.57142857142857,1000.0,25.85714285714286,0.84,0.56,0.8,-5.572760262382371,1.154451106609205
23.57142857142857,1000.0,27.92857142857143,0.88,0.59,0.85,-5.726760890405567,0.9356023327082125
23.57142857142857,1000.0,30.0,0.84,0.69,0.85,-5.74155247574004,1.05578022939203
37.14285714285714,15.0,1.0,0.38,1.0,0.97,63.4331985784987,37.31184178697845
37.14285714285714,15.0,3.0714285714285716,0.14,1.0,0.78,19.858634064547328,50.77389331411249
37.14285714285714,15.0,5.142857142857143,0.06,1.0,0.33,-1.0589900540086472,11.5944935167172
37.14285714285714,15.0,7.214285714285715,0.05,1.0,0.18,-2.029422655983044,5.386756680825034
37.14285714285714,15.0,9.285714285714286,0.04,1.0,0.14,1.6320977346078103,13.70680129841325
37.14285714285714,15.0,11.357142857142858,0.04,1.0,0.05,4.551323270920193,25.42563716591728
37.14285714285714,15.0,13.42857142857143,0.01,1.0,0.02,2.6205678573532705,13.53585570008508
37.14285714285714,15.0,15.500000000000002,0.03,1.0,0.0,1.8938543943611261,2.7915658670224888
37.14285714285714,15.0,17.571428571428573,0.01,0.97,0.01,3.0776647604361624,3.5012391077477187
37.14285714285714,15.0,19.642857142857146,0.01,0.92,0.02,6.939948110239731,17.832655849043473
37.14285714285714,15.0,21.714285714285715,0.01,0.7,0.0,5.418146636477056,3.251813693153598
37.14285714285714,15.0,23.78571428571429,0.04,0.43,0.01,6.281667706692349,7.34842970818277
37.14285714285714,15.0,25.85714285714286,0.0,0.34,0.04,12.364647645953637,71.27710985181524
37.14285714285714,15.0,27.92857142857143,0.02,0.21,0.02,3.363011743514278,11.633908651981145
37.14285714285714,15.0,30.0,0.0,0.24,0.53,-24.92783797481034,31.404131889907617
37.14285714285714,85.35714285714286,1.0,0.86,1.0,0.98,-6.012282070396849,0.22497755407941566
37.14285714285714,85.35714285714286,3.0714285714285716,0.85,1.0,0.98,-5.716641094021213,0.6055837746077636
37.14285714285714,85.35714285714286,5.142857142857143,0.84,1.0,0.93,-5.259685454013968,0.8929008841096255
37.14285714285714,85.35714285714286,7.214285714285715,0.74,0.98,0.89,-5.092186197800137,1.2881603326292554
